movie_id,title,tags
136400,2 Guns,a dea agent and an undercover naval intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from. action comedy crime undercover undercoveragent basedoncomicbook money fugitive bankrobbery deaagent denzelwashington markwahlberg paulapatton baltasarkormákur
10992,Cats & Dogs,"when a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. the fur flies as the feline faction, led by mr. tinkles, squares off against wide-eyed puppy lou and his canine cohorts. comedy family fight governance puppy allergy 3d jeffgoldblum elizabethperkins alexanderpollock lawrenceguterman"
9654,The Italian Job,"charlie croker pulled off the crime of a lifetime. the one thing that he didn't plan on was being double-crossed. along with a drop-dead gorgeous safecracker, croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of los angeles. action crime venice california trainstation helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist doublecrossed fastcars boatchase losangeles explosion convict fatherdaughterrelationship carchase tvnews hollywoodsign televisionrepair minicooper markwahlberg charlizetheron edwardnorton f.garygray"
2642,Two Weeks Notice,"dedicated environmental lawyer lucy kelson goes to work for billionaire george wade as part of a deal to preserve a community center. indecisive and weak-willed george grows dependent on lucy's guidance on everything from legal matters to clothing. exasperated, lucy gives notice and picks harvard graduate june carter as her replacement. as lucy's time at the firm nears an end, she grows jealous of june and has second thoughts about leaving george. romance comedy newyork parishhall romanticcomedy lawyer billionaire environmentallaw sandrabullock hughgrant aliciawitt marclawrence"
8916,Antz,"in this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. signing up to march in a parade, he ends up under the command of a bloodthirsty general. but he's actually been enlisted to fight against a termite army. adventure animation comedy family general hero worker ant work assignment war princess soldier individuality friend woodyallen danaykroyd annebancroft ericdarnell"
19899,Couples Retreat,"four couples, all friends, descend on a tropical island resort. though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. they soon find, however, that paradise comes at a price: participation in couples therapy sessions is mandatory. what started out as a cut-rate vacation turns into an examination of the common problems many face. comedy romance island marriedcouple yoga tahiti couplestherapy beautifulwoman tropical aftercreditsstinger duringcreditsstinger frenchpolynesia polynésiefrançaise vincevaughn malinåkerman jasonbateman peterbillingsley"
2119,Days of Thunder,"talented but unproven stock car driver cole trickle gets a break and with the guidance of veteran harry hogge turns heads on the track. the young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. but with the help of his doctor, cole just might overcome his injuries-- and his fear. adventure stock-car-race daytona carcrash tomcruise robertduvall nicolekidman tonyscott"
9641,Cheaper by the Dozen 2,"steve martin and bonnie hunt return as heads of the baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by eugene levy, comedy holiday lake bigfamily father laborpain rivalry familyholiday stevemartin eugenelevy bonniehunt adamshankman"
294254,Maze Runner: The Scorch Trials,"thomas and his fellow gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as wckd. their journey takes them to the scorch, a desolate landscape filled with unimaginable obstacles. teaming up with resistance fighters, the gladers take on wckd’s vastly superior forces and uncover its shocking plans for them all. action basedonnovel resistance maze post-apocalyptic dystopia infection ontherun escape zombie storm disease desert sewer antidote corporation virus runner cityruin immunity dylano'brien kayascodelario thomasbrodie-sangster wesball"
38167,Eat Pray Love,"liz gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. newly divorced and at a crossroads, gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. in her travels, she discovers the true pleasure of nourishment by eating in italy, the power of prayer in india and, finally and unexpectedly, the inner peace and balance of true love in bali. drama indonesia femaleprotagonist india divorce bali juliaroberts jamesfranco javierbardem ryanmurphy"
5994,The Family Man,"jack's lavish, fast-paced lifestyle changes one christmas night when he stumbles into a grocery store holdup and disarms the gunman. the next morning he wakes up in bed lying next to kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. as he stumbles through this alternate suburban universe, jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves. comedy drama romance fantasy workaholic secondchance guardianangel christmas careervsfamily lifereprioritizing nicolascage téaleoni doncheadle brettratner"
39514,RED,"when his peaceful life is threatened by a high-tech assassin, former black-ops agent, frank moses reassembles his old team in a last ditch effort to survive and uncover his assailants. action adventure comedy crime thriller cia retirement shottodeath sniperrifle retired femalespy alarm brucewillis johnmalkovich helenmirren robertschwentke"
9563,Any Given Sunday,a star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. the unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. a new co-owner/president adds to the pressure of winning. the new owner must prove her self in a male dominated world. drama americanfootball trainer training americanfootballcoach sport americanfootballstadium alpacino camerondiaz dennisquaid oliverstone
547,The Horse Whisperer,"based on the novel by the same name from nicholas evans, the talented robert redford presents this meditative family drama set in the country side. redford not only directs but also stars in the roll of a cowboy with a magical talent for healing. drama romance lovetriangle newyork montana attachmenttonature confidence horsebackriding horse ridingaccident careerwoman ranch horsewhisperer trauma countrylife marriagecrisis crisis travel motherdaughterrelationship animal nature robertredford kristinscottthomas samneill robertredford"
1538,Collateral,cab driver max picks up a man who offers him $600 to drive him around. but the promise of easy money sours when max realizes his fare is an assassin. drama crime thriller california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence tomcruise jamiefoxx jadapinkettsmith michaelmann
9334,The Scorpion King,"in ancient egypt, peasant mathayus is hired to exact revenge on the powerful memnon and the sorceress cassandra, who are ready to overtake balthazar's village. amid betrayals, thieves, abductions and more, mathayus strives to bring justice to his complicated world. action fantasy adventure egypt temple dwaynejohnson kellyhu michaelclarkeduncan chuckrussell"
11128,Ladder 49,"under the watchful eye of his mentor, captain mike kennedy, probationary firefighter jack morrison matures into a seasoned veteran at a baltimore fire station. however, jack has reached a crossroads as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. drama action thriller ledge practicaljoke joaquinphoenix johntravolta jacindabarrett jayrussell"
75780,Jack Reacher,"in an innocent heartland city, five are shot dead by an expert sniper. the police quickly identify and arrest the culprit, and build a slam-dunk case. but the accused man claims he's innocent and says ""get jack reacher."" reacher himself sees the news report and turns up in the city. the defense is immensely relieved, but reacher has come to bury the guy. shocked at the accused's request, reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for. crime drama thriller basedonnovel sniper investigation police quarry tomcruise rosamundpike richardjenkins christophermcquarrie"
8914,Deep Blue Sea,"on a remote former submarine refueling facility called aquatica, a team of scientists are searching for a cure for alzheimer's disease. dr. susan mcalester genetically engineers three mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimer's. unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility. action sciencefiction thriller sharkattack shark alzheimer'sdisease killershark noopeningcredits thomasjane saffronburrows llcoolj rennyharlin"
13576,This Is It,"a compilation of interviews, rehearsals and backstage footage of michael jackson as he prepared for his series of sold-out shows in london. music documentary popstar music concert aftercreditsstinger duringcreditsstinger michaeljackson orianthi kennyortega kennyortega"
39538,Contagion,"as an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. drama thriller sciencefiction savingtheworld mutation infection terminalillness quarantine outbreak medical vaccine lethalvirus scientist epidemic mattdamon gwynethpaltrow katewinslet stevensoderbergh"
10628,Kangaroo Jack,"two childhood friends, a new york hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to australia, but things go all wrong when the money is lost to a wild kangaroo. comedy adventure crime moneydelivery fool australia hoodlum kangaroo jerryo'connell anthonyanderson estellawarren davidmcnally"
14836,Coraline,"when coraline moves to an old house, she feels bored and neglected by her parents. she finds a hidden door with a bricked up passage. during the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. when the other mother invites coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her. animation family dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger dakotafanning terihatcher jennifersaunders henryselick"
8645,The Happening,"when a deadly airborne virus threatens to wipe out the northeastern united states, teacher elliott moore (mark wahlberg) and his wife (zooey deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? john leguizamo and betty buckley co-star in this thriller from writer-director m. night shyamalan. thriller sciencefiction tree naturaldisaster crisis park strangebehavior markwahlberg zooeydeschanel johnleguizamo m.nightshyamalan"
9509,Man on Fire,"jaded ex-cia operative john creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in mexico city. they clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life. action drama thriller crime mexico cia kidnapping diary bible bodyguard stuffedanimal cellphone alcoholic grenadelauncher bloodshed swimmeet denzelwashington dakotafanning marcanthony tonyscott"
10067,The Shaggy Dog,the tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad. comedy family fathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimal timallen kristindavis dannyglover brianrobbins
9384,Starsky & Hutch,"join uptight david starsky and laid-back ken ""hutch"" hutchinson as they're paired for the first time as undercover cops. the new partners must overcome their differences to solve an important case with help from street informant huggy bear and persuasive criminal reese feldman. comedy crime informant jumpingfromarooftop surveillancefootage benstiller owenwilson snoopdogg toddphillips"
9279,Jingle All the Way,"meet howard langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells howard that he wants for christmas is an action figure of his son's television hero, he tries hard to to make it up to him. unfortunately for howard, it is christmas eve, and every store is sold out of turbo man, now howard must travel all over town and compete with everybody else to find a turbo man action figure. family comedy holiday christmasparty santaclaus toy puppet christmas turboman navidad arnoldschwarzenegger philhartman sinbad brianlevant"
1487,Hellboy,"in the final days of world war ii, the nazis attempt to use black magic to aid their dying cause. the allies raid the camp where the ceremony is taking place, but not before a demon - hellboy - has already been conjured. joining the allied forces, hellboy eventually grows to adulthood, serving the cause of good rather than evil. fantasy action sciencefiction blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger ronperlman selmablair rupertevans guillermodeltoro"
9422,A Civil Action,"jan schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. the case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds. drama success advancement rightandjustice leukemia lawyer businessstart-up johntravolta robertduvall tonyshalhoub stevenzaillian"
77174,ParaNorman,"in the town of blithe hollow, norman babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, neil, believes his ability is real. one day, norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. eventually, norman decides to cooperate, but things don't go according to plan. now, a magic storm of the witch threatens blithe hollow as the accursed dead rise. together with unexpected new companions, norman struggles to save his town, only to discover the horrific truth of the curse. with that insight, norman must resolve the crisis for good as only he can. family animation adventure comedy medium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strange kodismit-mcphee tuckeralbrizzi jodelleferland samfell"
4824,The Jackal,"hired by a powerful member of the russian mafia to avenge an fbi sting that left his brother dead, the perfectionist jackal proves an elusive target for the men charged with the task of bringing him down: a deputy fbi boss and a former ira terrorist. action thriller adventure crime fbi coldwar hitman brucewillis richardgere sidneypoitier michaelcaton-jones"
9620,Paycheck,"michael jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. but at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. in it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water. action adventure mystery sciencefiction thriller prophecy engineer scientist millionaire benaffleck aaroneckhart umathurman johnwoo"
9302,Up Close & Personal,"tally atwater has a dream: to be a prime-time network newscaster. she pursues this dream with nothing but ambition, raw talent and a homemade demo tape. warren justice is a brilliant, hard edged, veteran newsman. he sees tally has talent and becomes her mentor. tally’s career takes a meteoric rise and she and warren fall in love. the romance that results is as intense and revealing as television news itself. yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart... drama romance miami television career vitaminb reporter robertredford michellepfeiffer stockardchanning jonavnet"
10199,The Tale of Despereaux,"once upon a time... in the far away kingdom of dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. banished from his home for having such lofty ambitions, despereaux sets off on an amazing adventure with his good-hearted rat friend roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness. adventure animation family loyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animallead matthewbroderick dustinhoffman emmawatson robertstevenhagen"
10771,The Tuxedo,"cabbie-turned-chauffeur jimmy tong learns there is really only one rule when you work for playboy millionaire clark devlin : never touch devlin's prized tuxedo. but when devlin is temporarily put out of commission in an explosive accident, jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. paired with a partner as inexperienced as he is, jimmy becomes an unwitting secret agent. thriller action comedy sciencefiction bomb intelligence chauffeur wound secretagent headinjury jackiechan jenniferlovehewitt jasonisaacs kevindonovan"
3512,Under Siege 2: Dark Territory,"a passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. he has planned to blow up washington dc and only one man can stop him, former navy seal casey ryback. action thriller terrorist pentagon satellite navyseal train stevenseagal ericbogosian everettmcgill geoffmurphy"
137094,Jack Ryan: Shadow Recruit,"jack ryan, as a young covert cia analyst, uncovers a russian plot to crash the u.s. economy with a terrorist attack. action drama thriller londonengland corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jackryan u.s.marine rehab analyst chrispine keiraknightley kevincostner kennethbranagh"
274479,Joy,a story based on the life of a struggling long island single mom who became one of the country's most successful entrepreneurs. drama comedy factory inventor strongwoman biography basedontruestory stolenpatent jenniferlawrence bradleycooper robertdeniro davido.russell
267860,London Has Fallen,"in london for the prime minister's funeral, mike banning discovers a plot to assassinate all the attending world leaders. action crime thriller londonengland terrorist terroristattack gerardbutler aaroneckhart morganfreeman babaknajafi"
8078,Alien: Resurrection,"two hundred years after lt. ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. but the new ripley is full of surprises … as are the new aliens. ripley must team with a band of smugglers to keep the creatures from reaching earth. sciencefiction horror action android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler genemanipulation maninwheelchair breeding geneticengineering regeneration xenomorph alienqueen explosivedecompression swimmingunderwater sigourneyweaver winonaryder braddourif jean-pierrejeunet"
7485,Shooter,"a marksman living in exile is coaxed back into action after learning of a plot to kill the president. ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why. action drama mystery thriller crime corruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagent markwahlberg michaelpeña dannyglover antoinefuqua"
170687,The Boxtrolls,"an orphaned boy raised by underground creatures called boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, archibald snatcher. animation comedy family fantasy basedonnovel stopmotion fatherdaughterrelationship unlikelyfriendship duringcreditsstinger benkingsley isaachempstead-wright ellefanning anthonystacchi"
6435,Practical Magic,"sally and gillian owens, born into a magical family, have mostly avoided witchcraft themselves. but when gillian's vicious boyfriend, jimmy angelov, dies unexpectedly, the owens sisters give themselves a crash course in hard magic. with policeman gary hallet growing suspicious, the girls struggle to resurrect angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line. drama fantasy comedy witch magic sorcery love curse familycurse sandrabullock nicolekidman evanrachelwood griffindunne"
137106,The Lego Movie,"an ordinary lego mini-figure, mistakenly thought to be the extraordinary masterbuilder, is recruited to join a quest to stop an evil lego tyrant from gluing the universe together. adventure animation comedy family fantasy fathersonrelationship creativity friendship partliveaction toys basedontoy fallinginlove superpowers duringcreditsstinger differentworlds lego batman chrispratt willferrell elizabethbanks phillord"
10040,Miss Congeniality 2: Armed and Fabulous,"after her triumph at the miss united states pageant, fbi agent gracie hart becomes an overnight sensation -- and the new ""face of the fbi."" but it's time to spring into action again when the pageant's winner, cheryl, and emcee, stan, are abducted. action comedy ransom pressconference ship missamerica fbiagent sandrabullock reginaking enriquemurciano johnpasquin"
6278,Reign of Fire,"in post-apocalyptic england, an american volunteer and a british survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. the brit -- leading a clan of survivors to hunt down the king of the dragons -- has much at stake: his mother was killed by a dragon, but his love is still alive. adventure action fantasy dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine christianbale matthewmcconaughey izabellascorupco robbowman"
82682,Gangster Squad,"los angeles, 1949. ruthless, brooklyn-born mob king mickey cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of chicago. and he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. it’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of lapd outsiders led by sgt. john o’mara and jerry wooters who come together to try to tear cohen’s world apart. crime drama action thriller losangeles gangster joshbrolin ryangosling nicknolte rubenfleischer"
17610,Year One,"when a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world. comedy adventure temple slavery stoneage circumcision hebrews cavemen prehistoricadventure duringcreditsstinger prehistorictimes prehistoricman jackblack michaelcera oliviawilde haroldramis"
22954,Invictus,"newly elected president nelson mandela knows his nation remains racially and economically divided in the wake of apartheid. believing he can bring his people together through the universal language of sport, mandela rallies south africa's rugby team as they make their historic run to the 1995 rugby world cup championship match. drama history stadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstinger morganfreeman mattdamon tonykgoroge clinteastwood"
16995,State of Play,"handsome, unflappable u.s. congressman stephen collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. all eyes are upon the rising star to be his party's contender for the upcoming presidential race. until his research assistant/mistress is brutally murdered and buried secrets come tumbling out. action corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporter russellcrowe benaffleck rachelmcadams kevinmacdonald"
16558,Duplicity,two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together. romance comedy crime spy cliveowen juliaroberts paulgiamatti tonygilroy
9849,My Favorite Martian,"news producer, tim o'hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. a little later, he witnesses the crashing of a small martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. since tim took the original but scaled-down spaceship with him, the martian follows him to retrieve it. comedy drama family sciencefiction alien martian basedontvseries fishoutofwater jeffdaniels elizabethhurley darylhannah donaldpetrie"
5820,The Sentinel,a secret service agent is framed as the mole in an assassination attempt on the president. he must clear his name and foil another assassination attempt while on the run from a relentless fbi agent. action thriller crime usapresident agent michaeldouglas kiefersutherland evalongoria clarkjohnson
16866,Planet 51,"when earth astronaut capt. chuck baker arrives on planet 51 -- a world reminiscent of american suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being. sciencefiction animation family comedy adventure flyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstinger dwaynejohnson seannwilliamscott jessicabiel jorgeblanco"
201,Star Trek: Nemesis,"en route to the honeymoon of william riker to deanna troi on her home planet of betazed, captain jean-luc picard and the crew of the u.s.s. enterprise receives word from starfleet that a coup has resulted in the installation of a new romulan political leader, shinzon, who claims to seek peace with the human-backed united federation of planets. once in enemy territory, the captain and his crew make a startling discovery: shinzon is human, a slave from the romulan sister planet of remus, and has a secret, shocking relationship to picard himself. sciencefiction action adventure thriller clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera patrickstewart jonathanfrakes brentspiner stuartbaird"
11775,Intolerable Cruelty,a revenge-seeking gold digger marries a womanizing beverly hills lawyer with the intention of making a killing in the divorce. crime comedy romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce georgeclooney catherinezeta-jones edwardherrmann joelcoen
87825,Trouble with the Curve,"slowed by age and failing eyesight, crack baseball scout gus lobel takes his grown daughter along as he checks out the final prospect of his career. along the way, the two renew their bond, and she catches the eye of a young player-turned-scout. drama romance women baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight clinteastwood amyadams justintimberlake robertlorenz"
12201,Edge of Darkness,"as a seasoned homicide detective, thomas craven has seen the bleakest side of humanity. but nothing prepares him for the toughest investigation of his life: the search for his only daughter emma's killer. now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and emma's own mysterious life. crime drama mystery thriller murder violence deathofdaughter homicidedetective melgibson raywinstone dannyhuston martincampbell"
11015,The Relic,"a researcher at chicago's natural history museum returns from south america with some crates containing his findings. when the crates arrive at the museum without the owner there appears to be very little inside. however, police discover gruesome murders on the cargo ship that brought the crates to the us and then another murder in the museum itself. horror mystery thriller chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle penelopeannmiller tomsizemore lindahunt peterhyams"
9932,Analyze That,"the mafia's paul vitti is back in prison and will need some serious counseling when he gets out. naturally, he returns to his analyst dr. ben sobel for help and finds that sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress. comedy crime prison gold therapist gangster robertdeniro billycrystal lisakudrow haroldramis"
13389,Righteous Kill,"two veteran new york city detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars? action crime drama thriller revenge murder plottwist dirtycop robertdeniro carlagugino 50cent jonavnet"
8838,Mercury Rising,"renegade fbi agent art jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code. action crime drama thriller assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant brucewillis alecbaldwin mikohughes haroldbecker"
17332,The Soloist,"a los angeles journalist befriends a homeless juilliard-trained musician, while looking for a new article for the paper. drama newspaper cello musical violin losangeles robertdowneyjr. jamiefoxx catherinekeener joewright"
4958,The Legend of Bagger Vance,"world war i has left golfer rannulph junuh a poker-playing alcoholic, his perfect swing gone. now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. help arrives in the form of mysterious caddy bagger vance. fantasy drama competition worldwari greatdepression caddy savannah mattdamon brucemcgill charlizetheron robertredford"
786,Almost Famous,"almost famous is an autobiographical inspired film about a 15-year-old who is hired by rolling stone magazine to follow and interview a rock band during their tour. a film about growing up, first love, disappointment, and the life of a rock star. drama music hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter katehudson billycrudup francesmcdormand cameroncrowe"
9513,Garfield: A Tail of Two Kitties,"garfield is back and this time garfield and his canine sidekick odie follows their owner, jon arbuckle, to england, the u.k. may never recover, as garfield is mistaken for a look-alike, regal cat who has inherited a castle. animation comedy family londonengland cat mistakeinperson luxury wretch nobility garfield billmurray jenniferlovehewitt billyconnolly timhill"
11679,xXx: State of the Union,"ice cube stars as darius stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest xxx agent. he must save the u.s. government from a deadly conspiracy led by five-star general and secretary of defense george deckert (played by willem dafoe). action adventure crime drama mystery thriller washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus icecube samuell.jackson willemdafoe leetamahori"
38321,Priest,"in an alternate world, humanity and vampires have warred for centuries. after the last vampire war, the veteran warrior priest lives in obscurity with other humans inside one of the church's walled cities. when the priest's niece is kidnapped by vampires, the priest breaks his vows to hunt them down. he is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former warrior priestess. action sciencefiction fantasy thriller horror vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero paulbettany karlurban camgigandet scottstewart"
14411,Sinbad: Legend of the Seven Seas,"the sailor of legend is framed by the goddess eris for the theft of the book of peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend prince proteus. family animation adventure prince watermonster bradpitt catherinezeta-jones michellepfeiffer timjohnson"
8413,Event Horizon,"in the year 2047 a group of astronauts are sent to investigate and salvage the long lost starship ""event horizon"". the ship disappeared mysteriously 7 years before on its maiden voyage and with its return comes even more mystery as the crew of the ""lewis and clark"" discover the real truth behind its disappearance and something even more terrifying. horror sciencefiction mystery spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship laurencefishburne samneill kathleenquinlan paulw.s.anderson"
10052,Dragonfly,a grieving doctor is being contacted by his late wife through his patients near death experiences. drama pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism kevincostner joemorton ronrifkin tomshadyac
9676,The Black Dahlia,"lee blanchard and bucky bleichert are former boxers-turned-cops in 1940s los angeles and, when an aspiring young actress turns up dead, blanchard and bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer. drama pornography observer losangeles murderhunt joshhartnett scarlettjohansson aaroneckhart briandepalma"
9664,Flyboys,"the adventures of the lafayette escadrille, young americans who volunteered for the french military before the u.s. entered world war i, and became the country's first fighter pilots. action adventure drama history romance war worldwari biplane jamesfranco davidellison jeanreno tonybill"
2100,The Last Castle,a court martialed general rallies together 1200 inmates to rise against the system that put him away. action drama thriller prison general robertredford jamesgandolfini markruffalo rodlurie
10384,Supernova,"set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship nova-17 responds. what they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form. horror sciencefiction thriller blackpeople starships future star supernova blast jamesspader angelabassett robertforster walterhill"
137321,Winter's Tale,"a burglar falls for an heiress as she dies in his arms. when he learns that he has the gift of reincarnation, he sets out to save her. drama fantasy mystery romance basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman"
123553,The Mortal Instruments: City of Bones,"in new york city, clary fray, a seemingly ordinary teenager, learns that she is descended from a line of shadowhunters — half-angel warriors who protect humanity from evil forces. after her mother disappears, clary joins forces with a group of shadowhunters and enters downworld, an alternate realm filled with demons, vampires, and a host of other creatures. clary and her companions must find and protect an ancient cup that holds the key to her mother's future. action adventure drama mystery romance fantasy angel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovel lilycollins jamiecampbellbower kevinzegers haraldzwart"
11260,Meet Dave,"a crew of miniature aliens operate a spaceship that has a human form. while trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an earth woman. comedy sciencefiction adventure family newyork captain starships newlove earth friendship crew carcrash space alien survival planet duringcreditsstinger eddiemurphy elizabethbanks gabrielleunion brianrobbins"
9009,Dark Water,"dahlia williams and her daughter cecelia move into a rundown apartment on new york's roosevelt island. she is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. from the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom. drama horror thriller basedonnovel water remake teacher divorce apartment ghost manhattan,newyorkcity jenniferconnelly johnc.reilly timroth waltersalles"
